English	Translation	Pinyin	Hiragana	Latin Letters	Part of Speech	Stamp	OriginLanguage
Rescue	Rettungen				Noun	[]	German
Rescue	Rettungs				Noun	[]	German
Rescue	救助		きゅうじょ		Noun	[]	Japanese
Rescue	救助隊		きゅうじょたい		Noun	[]	Japanese
Rescue	спасе́ние			spasenie	Noun	[]	Russian
Rescue	libramos				Noun	[]	Spanish
Rescue	rescatadas				Noun	[]	Spanish
Rescue	rescatan				Noun	[]	Spanish
Rescue	rescatar				Noun	[]	Spanish
Rescue	rescataran				Noun	[]	Spanish
Rescue	rescatarla				Noun	[]	Spanish
Rescue	rescataría				Noun	[]	Spanish
Rescue	rescatas				Noun	[]	Spanish
Rescue	rescate				Noun	[]	Spanish
Rescue	rescatemos				Noun	[]	Spanish
Rescue	rescaten				Noun	[]	Spanish
Rescue	salvadas				Noun	[]	Spanish
Rescue	salvan				Noun	[]	Spanish
Rescue	salvando				Noun	[]	Spanish
Rescue	salvar				Noun	[]	Spanish
Rescue	salvarlo				Noun	[]	Spanish
Rescued	gerettet				Verb	[]	German
Rescuing	secourir				Verb	[]	French
Rescuing	retten				Verb	[]	German
Rescuing	rettete				Verb	[]	German
Rescuing	rescatar				Verb	[]	Spanish
Research	研究	yán jiū			Noun	[]	Chinese
Research	调查	diào chá			Noun	[]	Chinese
Research	调研	diào yán			Noun	[]	Chinese
Research	recherche				Noun	[]	French
Research	recherches				Noun	[]	French
Research	die Forschung				Noun	[]	German
Research	die Recherche				Noun	[]	German
Research	die Studie				Noun	[]	German
Research	die Wissenschaft				Noun	[]	German
Research	erforschen				Verb	[]	German
Research	Erforschung				Noun	[]	German
Research	Forschung				Noun	[]	German
Research	Nachforschungen				Noun	[]	German
Research	Recherche				Noun	[]	German
Research	Recherchen				Noun	[]	German
Research	Studie				Noun	[]	German
Research	Untersuchen				Noun	[]	German
Research	お調べ		おしらべ		Noun, Suru Verb	[]	Japanese
Research	がら		がら		Noun, Suru Verb	[]	Japanese
Research	きが		きが		Noun, Suru Verb	[]	Japanese
Research	けんきゅう		けんきゅう		Noun, Suru Verb	[]	Japanese
Research	けんきゅうしています		けんきゅうしています		Noun, Suru Verb	[]	Japanese
Research	しらべた		しらべた		Noun, Suru Verb	[]	Japanese
Research	しらべて		しらべて		Noun, Suru Verb	[]	Japanese
Research	しらべています		しらべています		Noun, Suru Verb	[]	Japanese
Research	研		けん		Noun, Suru Verb	[]	Japanese
Research	研究		けんきゅう		Noun, Suru Verb	[]	Japanese
Research	研究して		けんきゅうして		Noun, Suru Verb	[]	Japanese
Research	研究しています		けんきゅうしています		Noun, Suru Verb	[]	Japanese
Research	究		きゅう		Noun, Suru Verb	[]	Japanese
Research	調べていなかった		しらべていなかった		Noun, Suru Verb	[]	Japanese
Research	調べてた		しらべてた		Noun, Suru Verb	[]	Japanese
Research	調べれば		しらべれば		Noun, Suru Verb	[]	Japanese
Research	調べ物		しらべもの		Noun, Suru Verb	[]	Japanese
Research	調査		ちょうさ		Noun, Suru Verb	[]	Japanese
Research	調査する		ちょうさする		Noun, Suru Verb	[]	Japanese
Research	иссле́дование			issledovanie	Noun	[]	Russian
Research	научная работа			nauchnaja rabota	Noun	[]	Russian
Research	исследования			issledovanija	Noun	[]	Russian
Research	исследование			issledovanie	Noun	[]	Russian
Research	investigación				Noun	[]	Spanish
Research	investigador				Noun	[]	Spanish
Research	investigar				Noun	[]	Spanish
Research And Develop	研发	yán fā			Noun	[]	Chinese
Research Institute	研究所	yán jiū suǒ			Noun	[]	Chinese
Researcher	研究员	yán jiū yuán			Noun	[]	Chinese
Researcher	der Forscher				Noun	[]	German
Researcher	Forscher				Noun	[]	German
Researcher	研究者		けんきゅうしゃ		Noun	[]	Japanese
Researcher	investigador				Noun	[]	Spanish
Researches	étudie				Noun	[]	French
Researches	investigación				Noun	[]	Spanish
Researching	forschen				Verb	[]	German
Researching	untersuchen				Verb	[]	German
Researching	изучать			izučatʹ	Verb	[]	Russian
Resemblance	がら		がら		Noun	[]	Japanese
Resemblance	parecido				Noun	[]	Spanish
Resembles	似て		にて		Noun	[]	Japanese
Resend	reenviar				Noun	[]	Spanish
Resent	嫌がります		いやがります		Noun	[]	Japanese
Resentful	rencoroso				Noun	[]	Spanish
Resentment	恩怨	ēnyuàn			Noun	[]	Chinese
Resentment	rencor				Noun	[]	Spanish
Reservation	预订	yù dìng			Noun	[]	Chinese
Reservation	réservation				Noun	[]	French
Reservation	réserve				Noun	[]	French
Reservation	Buchung				Noun	[]	German
Reservation	die Buchung				Noun	[]	German
Reservation	Einwand				Noun	[]	German
Reservation	Reservierung				Noun	[]	German
Reservation	予		あらかじめ		Noun, Suru Verb	[]	Japanese
Reservation	予約		よやく		Noun, Suru Verb	[]	Japanese
Reservation	бронь			bron'	Noun	[]	Russian
Reservation	reserva				Noun	[]	Spanish
Reservation	reservación				Noun	[]	Spanish
Reservation System	予約制		よやくせい		Noun	[]	Japanese
Reservations	预订	yù dìng			Noun	[]	Chinese
Reservations	réservations				Noun	[]	French
Reservations	Reservierung				Noun	[]	German
Reservations	予約		よやく		Noun	[]	Japanese
Reservations	бронирования			bronirovanija	Noun	[]	Russian
Reservations	bandejón				Noun	[]	Spanish
Reservations	camellón				Noun	[]	Spanish
Reservations	medianas				Noun	[]	Spanish
Reservations	reserva				Noun	[]	Spanish
Reservations	reservaciones				Noun	[]	Spanish
Reservations	reservación				Noun	[]	Spanish
Reservations	reservas				Noun	[]	Spanish
Reserve	保留	bǎo liú			Noun	[]	Chinese
Reserve	预定	yù dìng			Noun	[]	Chinese
Reserve	预约	yù yuē			Noun	[]	Chinese
Reserve	预订	yù dìng			Noun	[]	Chinese
Reserve	réserve				Noun	[]	French
Reserve	réservent				Noun	[]	French
Reserve	réserver				Noun	[]	French
Reserve	réserverons				Noun	[]	French
Reserve	réserves				Noun	[]	French
Reserve	réservez				Noun	[]	French
Reserve	réservions				Noun	[]	French
Reserve	réservons				Noun	[]	French
Reserve	réservé				Noun	[]	French
Reserve	Buchhaltung				Noun	[]	German
Reserve	der Vorrat				Noun	[]	German
Reserve	Naturschutzgebiet				Noun	[]	German
Reserve	Vorrat				Noun	[]	German
Reserve	お取りしましょう		おとりしましょう		Noun, Suru Verb	[]	Japanese
Reserve	しこみません		しこみません		Noun, Suru Verb	[]	Japanese
Reserve	によやくをいれます		によやくをいれます		Noun, Suru Verb	[]	Japanese
Reserve	ひかえ		ひかえ		Noun, Suru Verb	[]	Japanese
Reserve	ひかえた		ひかえた		Noun, Suru Verb	[]	Japanese
Reserve	ひかえています		ひかえています		Noun, Suru Verb	[]	Japanese
Reserve	ひかえます		ひかえます		Noun, Suru Verb	[]	Japanese
Reserve	よやくしたい		よやくしたい		Noun, Suru Verb	[]	Japanese
Reserve	よやくして		よやくして		Noun, Suru Verb	[]	Japanese
Reserve	をよやくします		をよやくします		Noun, Suru Verb	[]	Japanese
Reserve	を予約する		をよやくする		Noun, Suru Verb	[]	Japanese
Reserve	予約し		よやくし		Noun, Suru Verb	[]	Japanese
Reserve	予約して		よやくして		Noun, Suru Verb	[]	Japanese
Reserve	予約します		よやくします		Noun, Suru Verb	[]	Japanese
Reserve	予約できた		よやくできた		Noun, Suru Verb	[]	Japanese
Reserve	予約できます		よやくできます		Noun, Suru Verb	[]	Japanese
Reserve	取っておいている		とっておいている		Noun, Suru Verb	[]	Japanese
Reserve	取れて		とれて		Noun, Suru Verb	[]	Japanese
Reserve	押さえる		おさえる		Noun, Suru Verb	[]	Japanese
Reserve	控えています		ひかえています		Noun, Suru Verb	[]	Japanese
Reserve	蓄える		たくわえる		Noun, Suru Verb	[]	Japanese
Reserve	貯蓄		ちょちく		Noun, Suru Verb	[]	Japanese
Reserve	遠慮		えんりょ		Noun, Suru Verb	[]	Japanese
Reserve	Заказывайте			Zakazyvaite	Noun	[]	Russian
Reserve	бронировать			bronirovat'	Noun	[]	Russian
Reserve	бронирую			broniruju	Noun	[]	Russian
Reserve	забронировать			zabronirovat'	Noun	[]	Russian
Reserve	зарезервируйте			zarezerviruite	Noun	[]	Russian
Reserve	забронировали			zabronirovali	Noun	[]	Russian
Reserve	reservamos				Noun	[]	Spanish
Reserve	reservan				Noun	[]	Spanish
Reserve	reservar				Noun	[]	Spanish
Reserve	reservaron				Noun	[]	Spanish
Reserve	reservaste				Noun	[]	Spanish
Reserve	reservo				Noun	[]	Spanish
Reserve	reservó				Noun	[]	Spanish
Reserve Funds	积蓄	jī xù			Noun	[]	Chinese
Reserve Player	Auswechselspieler				Noun	[]	German
Reserve Tickets	订票	dìng piào			Noun	[]	Chinese
Reserve/am Reserving	Buchhaltung				Noun	[]	German
Reserved	renfermé				Adjective	[]	French
Reserved	réservé				Adjective	[]	French
Reserved	ausgebucht				Verb	[]	German
Reserved	reserviert				Verb	[]	German
Reserved	zurückhaltend				Verb	[]	German
Reserved	内向的		ないこうてき		Verb	[]	Japanese
Reserved	reservado				Verb	[]	Spanish
Reserved Compartment	reservado				Noun	[]	Spanish
Reserved For	専用		せんよう		Noun	[]	Japanese
Reserves	予約します		よやくします		Noun	[]	Japanese
Reserving	预订	yù dìng			Verb	[]	Chinese
Reserving	reservar				Verb	[]	Spanish
Reservoir	Puffer				Noun	[]	German
Reset	Neustart				Noun	[]	German
Reside	暮らします		くらします		Noun	[]	Japanese
Reside In	に住みます		にすみます		Noun	[]	Japanese
Residence	住宅	zhù zhái			Noun	[]	Chinese
Residence	demeure				Noun	[]	French
Residence	la résidence				Noun	[]	French
Residence	住まい		すまい		Noun	[]	Japanese
Residence	家		いえ		Noun	[]	Japanese
Residence	居		きょ		Noun	[]	Japanese
Residence Card	在留カード		ざいりゅうかーど		Noun	[]	Japanese
Residence Permit	titre de séjour				Noun	[]	French
Resident	居民	jū mín			Noun	[]	Chinese
Resident	l'habitant				Noun	[]	French
Resident	Anwohner				Noun	[]	German
Resident	Einheimischer				Noun	[]	German
Resident	住民		じゅうみん		Noun	[]	Japanese
Resident	постоя́лый			postojalyi	Noun	[]	Russian
Resident	residente				Noun	[]	Spanish
Residential	住宅	zhù zhái			Noun	[]	Chinese
Residential	résidentiel				Noun	[]	French
Residential	Wohn-				Noun	[]	German
Residential	住宅の		じゅうたくの		Noun	[]	Japanese
Residential	жилой			zhiloi	Noun	[]	Russian
Residential	residencial				Noun	[]	Spanish
Residential Area	Siedlung				Noun	[]	German
Residential Area	Wohnviertel				Noun	[]	German
Residential Area	住宅街		じゅうたくがい		Noun	[]	Japanese
Residential Area On The Outskirt Of A City	郊外		こうがい		Noun	[]	Japanese
Residential Building	Mehrfamilienhaus				Noun	[]	German
Residential Development	colonia				Noun	[]	Spanish
Residential District	Wohnviertel				Noun	[]	German
Residential Quarter	Wohnviertel				Noun	[]	German
Residential Space	der Wohnraum				Noun	[]	German
Residential Space	Wohnraum				Noun	[]	German
Residents	居民	jūmín			Noun	[]	Chinese
Residual	残留	cánliú			Adjective	[]	Chinese
Residual Debt	Restschuld				Noun	[]	German
Residue	渣	zhā			Noun	[]	Chinese
Residue	le déchet				Noun	[]	French
Residue	Rest				Noun	[]	German
Resign	离职	lí zhí			Noun	[]	Chinese
Resign	辞职	cí zhí			Noun	[]	Chinese
Resign	あきらめます		あきらめます		Noun	[]	Japanese
Resign	辞職します		じしょくします		Noun	[]	Japanese
Resign	renunciar				Noun	[]	Spanish
Resignation	辞职	cízhí			Noun	[]	Chinese
Resignation	辞任		じにん		Noun	[]	Japanese
Resigned	辞职	cí zhí			Verb	[]	Chinese
Resigned	しかたない		しかたない		Verb	[]	Japanese
Resigning	辞职	cí zhí			Verb	[]	Chinese
Resilient	endurant				Adjective	[]	French
Resist	抵制	dǐzhì			Noun	[]	Chinese
Resistance	反抗	fǎnkàng			Noun	[]	Chinese
Resistance	抵抗	dǐkàng			Noun	[]	Chinese
Resistance	сопротивле́ние			soprotivlenie	Noun	[]	Russian
Resistant	résistant				Adjective	[]	French
Resit	recuperarse				Noun	[]	Spanish
Resit Exam	补考	bǔ kǎo			Noun	[]	Chinese
Resolute	entschieden				Verb	[]	German
Resolute And Decisive	斩钉截铁	zhǎndīngjiétiě			Verb	[]	Chinese
Resolutely	毅然	yìrán			Verb	[]	Chinese
Resolutely	entschieden				Verb	[]	German
Resolution	决心	juéxīn			Noun	[]	Chinese
Resolution	善后	shàn hòu			Noun	[]	Chinese
Resolution	la résolution				Noun	[]	French
Resolution	résolution				Noun	[]	French
Resolution	solution				Noun	[]	French
Resolution	Auflösung				Noun	[]	German
Resolution	Ausräumung				Noun	[]	German
Resolution	Beseitigung				Noun	[]	German
Resolution	der Entschluss				Noun	[]	German
Resolution	der Vorsatz				Noun	[]	German
Resolution	die Auflösung				Noun	[]	German
Resolution	die Beseitigung				Noun	[]	German
Resolution	Entschließung				Noun	[]	German
Resolution	Entschlossenheit				Noun	[]	German
Resolution	Entschluss				Noun	[]	German
Resolution	Lösung				Noun	[]	German
Resolution	Vorsatz				Noun	[]	German
Resolution	抱負		ほうふ		Noun	[]	Japanese
Resolution	覚悟		かくご		Noun	[]	Japanese
Resolution	развязку			razvjazku	Noun	[]	Russian
Resolution	решению			resheniju	Noun	[]	Russian
Resolution	решениях			reshenijah	Noun	[]	Russian
Resolution	обещание			obeschanie	Noun	[]	Russian
Resolution	решение			reshenie	Noun	[]	Russian
Resolution	развязке			razvjazke	Noun	[]	Russian
Resolution	determinación				Noun	[]	Spanish
Resolution	propósito				Noun	[]	Spanish
Resolution	resolución				Noun	[]	Spanish
Resolution Decision Decree Enactment	постановле́ние			postanovlenie	Noun	[]	Russian
Resolutions	Vorsätze				Noun	[]	German
Resolve	クリアします		クリアします		Noun	[]	Japanese
Resolve	解きます		ときます		Noun	[]	Japanese
Resolve	решить			rešitʹ	Noun	[]	Russian
Resolve	resolver				Noun	[]	Spanish
Resolve To	ことにします		ことにします		Noun	[]	Japanese
Resolved	resuelto				Adjective	[]	Spanish
Resonance	共鸣	gòngmíng			Noun	[]	Chinese
Resort	去处	qù chù			Noun	[]	Chinese
Resort	度假地	dù jià dì			Noun	[]	Chinese
Resort	度假村	dù jià cūn			Noun	[]	Chinese
Resort	complexe				Noun	[]	French
Resort	station balnéaire				Noun	[]	French
Resort	der Ferienort				Noun	[]	German
Resort	die Ferienanlage				Noun	[]	German
Resort	Ferienanlage				Noun	[]	German
Resort	Ferienort				Noun	[]	German
Resort	Ferienorts				Noun	[]	German
Resort	Resorts				Noun	[]	German
Resort	リゾート		リゾート		Noun	[]	Japanese
Resort	宿		やど		Noun	[]	Japanese
Resort	訴えて		うったえて		Noun	[]	Japanese
Resort	訴える		うったえる		Noun	[]	Japanese
Resort	курорт			kurort	Noun	[]	Russian
Resort	курорте			kurorte	Noun	[]	Russian
Resort	курорта			kurorta	Noun	[]	Russian
Resort	centro turístico				Noun	[]	Spanish
Resounding	total				Verb	[]	Spanish
Resource	资源	zī yuán			Noun	[]	Chinese
Resource	der Rohstoff				Noun	[]	German
Resource	die Ressource				Noun	[]	German
Resource	Hilfsmittel				Noun	[]	German
Resource	Ressource				Noun	[]	German
Resource	Rohstoff				Noun	[]	German
Resource	資源		しげん		Noun	[]	Japanese
Resource	recurso				Noun	[]	Spanish
Resourceful	机智	jīzhì			Adjective	[]	Chinese
Resourcefulness	industria				Noun	[]	Spanish
Resources	资源	zīyuán			Noun	[]	Chinese
Resources	moyenne				Noun	[]	French
Resources	moyens				Noun	[]	French
Resources	Möglichkeiten				Noun	[]	German
Resources	Quellen				Noun	[]	German
Resources	資源		しげん		Noun	[]	Japanese
Resources	ресу́рс			resurs	Noun	[]	Russian
Resources	recurso				Noun	[]	Spanish
Respect	佩	pèi			Noun	[]	Chinese
Respect	佩服	pèi fú			Noun	[]	Chinese
Respect	尊	zūn			Noun	[]	Chinese
Respect	尊敬	zūnjìng			Noun	[]	Chinese
Respect	尊重	zūn zhòng			Noun	[]	Chinese
Respect	崇敬	chóngjìng			Noun	[]	Chinese
Respect	推崇	tuī chóng			Noun	[]	Chinese
Respect	敬	jìng			Noun	[]	Chinese
Respect	敬佩	jìng pèi			Noun	[]	Chinese
Respect	敬重	jìng zhòng			Noun	[]	Chinese
Respect	钦佩	qīnpèi			Noun	[]	Chinese
Respect	l'estime				Noun	[]	French
Respect	respecte				Noun	[]	French
Respect	respectent				Noun	[]	French
Respect	respecter				Noun	[]	French
Respect	respectes				Noun	[]	French
Respect	respectez				Noun	[]	French
Respect	respectons				Noun	[]	French
Respect	Achtung				Noun	[]	German
Respect	Anerkennung				Noun	[]	German
Respect	Beziehung				Noun	[]	German
Respect	Bezug				Noun	[]	German
Respect	der Bezug				Noun	[]	German
Respect	der Respekt				Noun	[]	German
Respect	die Anerkennung				Noun	[]	German
Respect	die Beziehung				Noun	[]	German
Respect	die Rücksicht				Noun	[]	German
Respect	Hinsicht				Noun	[]	German
Respect	Respekt				Noun	[]	German
Respect	respektieren				Verb	[]	German
Respect	Rücksicht				Noun	[]	German
Respect	あこがれます		あこがれます		Noun	[]	Japanese
Respect	いけい		いけい		Noun	[]	Japanese
Respect	きが		きが		Noun	[]	Japanese
Respect	けい		けい		Noun	[]	Japanese
Respect	仰い		ぎょうい		Noun	[]	Japanese
Respect	仰っ		あおっ		Noun	[]	Japanese
Respect	仰っています		あおっています		Noun	[]	Japanese
Respect	尊		みこと		Noun	[]	Japanese
Respect	尊ぶ		とうとぶ		Noun	[]	Japanese
Respect	尊敬		そんけい		Noun	[]	Japanese
Respect	尊敬し		そんけいし		Noun	[]	Japanese
Respect	尊敬しています		そんけいしています		Noun	[]	Japanese
Respect	尊敬している		そんけいしている		Noun	[]	Japanese
Respect	尊敬してきた		そんけいしてきた		Noun	[]	Japanese
Respect	尊敬してる		そんけいしてる		Noun	[]	Japanese
Respect	尊敬する		そんけいする		Noun	[]	Japanese
Respect	尊重		そんちょう		Noun	[]	Japanese
Respect	尊重し		そんちょうし		Noun	[]	Japanese
Respect	尊重して		そんちょうして		Noun	[]	Japanese
Respect	尊重しています		そんちょうしています		Noun	[]	Japanese
Respect	尊重している		そんちょうしている		Noun	[]	Japanese
Respect	尊重しなさい		そんちょうしなさい		Noun	[]	Japanese
Respect	尊重します		そんちょうします		Noun	[]	Japanese
Respect	尊重しよう		そんちょうしよう		Noun	[]	Japanese
Respect	尊重すべき		そんちょうすべき		Noun	[]	Japanese
Respect	尊重する		そんちょうする		Noun	[]	Japanese
Respect	尊重すれば		そんちょうすれば		Noun	[]	Japanese
Respect	感心します		かんしんします		Noun	[]	Japanese
Respect	敬		たかし		Noun	[]	Japanese
Respect	敬い		たかしい		Noun	[]	Japanese
Respect	敬う		うやまう		Noun	[]	Japanese
Respect	敬っている		うやまっている		Noun	[]	Japanese
Respect	敬意		けいい		Noun	[]	Japanese
Respect	敬服した		けいふくした		Noun	[]	Japanese
Respect	敬服します		けいふくします		Noun	[]	Japanese
Respect	点		てん		Noun	[]	Japanese
Respect	立てる		たてる		Noun	[]	Japanese
Respect	見上げた		みあげた		Noun	[]	Japanese
Respect	見上げて		みあげて		Noun	[]	Japanese
Respect	見上げていた		みあげていた		Noun	[]	Japanese
Respect	見上げている		みあげている		Noun	[]	Japanese
Respect	уваже́ние			uvazhenie	Noun	[]	Russian
Respect	respecto				Noun	[]	Spanish
Respect	respeta				Noun	[]	Spanish
Respect	respetamos				Noun	[]	Spanish
Respect	respetar				Noun	[]	Spanish
Respect	respeten				Noun	[]	Spanish
Respect	respeto				Noun	[]	Spanish
Respect The Rules	ルールをまもります		ルールをまもります		Noun	[]	Japanese
Respectable	体面	tǐmiàn			Adjective	[]	Chinese
Respectable	digne				Adjective	[]	French
Respectable	gente				Noun	[]	Spanish
Respected	angesehen				Verb	[]	German
Respected	敬		たかし		Verb	[]	Japanese
Respected	уважа́емый			uvazhaemyi	Verb	[]	Russian
Respectful	恭敬	gōngjìng			Adjective	[]	Chinese
Respectful	ていねい		ていねい		Noun	[]	Japanese
Respectful	почти́тельный			pochtitel'nyi	Noun	[]	Russian
Respectful	respetuoso				Noun	[]	Spanish
Respectfully	respektvoll				Adverb	[]	German
Respecting	respecter				Verb	[]	French
Respecting	respektieren				Verb	[]	German
Respecting	respetar				Verb	[]	Spanish
Respectively	beziehungsweise				Adverb	[]	German
Respectively	jeweils				Adverb	[]	German
Respectively	соотве́тственно			sootvetstvenno	Adverb	[]	Russian
Respects	respect				Noun	[]	French
Respects	尊		みこと		Noun	[]	Japanese
Respects	respetar				Noun	[]	Spanish
Respond	回应	huí yīng			Noun	[]	Chinese
Respond	回答	huí dá			Noun	[]	Chinese
Respond	应对	yīng duì			Noun	[]	Chinese
Respond	chante les répons				Noun	[]	French
Respond	chantent les répons				Noun	[]	French
Respond	chanter les répons				Noun	[]	French
Respond	chantera les répons				Noun	[]	French
Respond	chanterais les répons				Noun	[]	French
Respond	chanterait les répons				Noun	[]	French
Respond	chanterons les répons				Noun	[]	French
Respond	chanteront les répons				Noun	[]	French
Respond	chantes les répons				Noun	[]	French
Respond	chantez les répons				Noun	[]	French
Respond	réagir				Noun	[]	French
Respond	réagira				Noun	[]	French
Respond	réagirais				Noun	[]	French
Respond	réagirait				Noun	[]	French
Respond	réagirons				Noun	[]	French
Respond	réagiront				Noun	[]	French
Respond	réagis				Noun	[]	French
Respond	réagissent				Noun	[]	French
Respond	réagissez				Noun	[]	French
Respond	réagissons				Noun	[]	French
Respond	réagit				Noun	[]	French
Respond	répond				Noun	[]	French
Respond	répondent				Noun	[]	French
Respond	répondez				Noun	[]	French
Respond	répondons				Noun	[]	French
Respond	répondra				Noun	[]	French
Respond	répondrais				Noun	[]	French
Respond	répondrait				Noun	[]	French
Respond	répondre				Noun	[]	French
Respond	répondrons				Noun	[]	French
Respond	répondront				Noun	[]	French
Respond	réponds				Noun	[]	French
Respond	s'adapter				Noun	[]	French
Respond	お答えいただいて		おこたえいただいて		Noun	[]	Japanese
Respond	お答えします		おこたえします		Noun	[]	Japanese
Respond	お答えできません		おこたえできません		Noun	[]	Japanese
Respond	こたえた		こたえた		Noun	[]	Japanese
Respond	フィードバックして		フィードバックして		Noun	[]	Japanese
Respond	反応して		はんのうして		Noun	[]	Japanese
Respond	反応しなかった		はんのうしなかった		Noun	[]	Japanese
Respond	反応する		はんのうする		Noun	[]	Japanese
Respond	反撃する		はんげきする		Noun	[]	Japanese
Respond	回答された		かいとうされた		Noun	[]	Japanese
Respond	回答しても		かいとうしても		Noun	[]	Japanese
Respond	回答します		かいとうします		Noun	[]	Japanese
Respond	回答中		かいとうなか		Noun	[]	Japanese
Respond	対処すれ		たいしょすれ		Noun	[]	Japanese
Respond	対処すれば		たいしょすれば		Noun	[]	Japanese
Respond	対応し		たいおうし		Noun	[]	Japanese
Respond	対応して		たいおうして		Noun	[]	Japanese
Respond	対応しています		たいおうしています		Noun	[]	Japanese
Respond	対応している		たいおうしている		Noun	[]	Japanese
Respond	対応してきました		たいおうしてきました		Noun	[]	Japanese
Respond	対応でき		たいおうでき		Noun	[]	Japanese
Respond	応		おう		Noun	[]	Japanese
Respond	応えて		こたえて		Noun	[]	Japanese
Respond	応えました		こたえました		Noun	[]	Japanese
Respond	応えられなかった		こたえられなかった		Noun	[]	Japanese
Respond	応じる		おうじる		Noun	[]	Japanese
Respond	答え		こたえ		Noun	[]	Japanese
Respond	答えたり		こたえたり		Noun	[]	Japanese
Respond	答えていた		こたえていた		Noun	[]	Japanese
Respond	答えています		こたえています		Noun	[]	Japanese
Respond	答えなかった		こたえなかった		Noun	[]	Japanese
Respond	答えなさい		こたえなさい		Noun	[]	Japanese
Respond	答えよう		こたえよう		Noun	[]	Japanese
Respond	答えられた		こたえられた		Noun	[]	Japanese
Respond	答えられなかった		こたえられなかった		Noun	[]	Japanese
Respond	答える		こたえる		Noun	[]	Japanese
Respond	返事します		へんじします		Noun	[]	Japanese
Respond	返事する		へんじする		Noun	[]	Japanese
Respond	返事をする		へんじをする		Noun	[]	Japanese
Respond	返信し		へんしんし		Noun	[]	Japanese
Respond	返信した		へんしんした		Noun	[]	Japanese
Respond	返信したら		へんしんしたら		Noun	[]	Japanese
Respond	返信して		へんしんして		Noun	[]	Japanese
Respond	返信していません		へんしんしていません		Noun	[]	Japanese
Respond	返信しました		へんしんしました		Noun	[]	Japanese
Respond	返信します		へんしんします		Noun	[]	Japanese
Respond	返信しよう		へんしんしよう		Noun	[]	Japanese
Respond	返信できない		へんしんできない		Noun	[]	Japanese
Respond	返信できませんでした		へんしんできませんでした		Noun	[]	Japanese
Respond	返答します		へんとうします		Noun	[]	Japanese
Respond	откли́кнуться			otkliknut'sja	Verb	[]	Russian
Respond	отозва́ться			otozvat'sja	Verb	[]	Russian
Respond	actuemos				Noun	[]	Spanish
Respond	contestamos				Noun	[]	Spanish
Respond	contestemos				Noun	[]	Spanish
Respond	reaccionara				Noun	[]	Spanish
Respond	respondamos				Noun	[]	Spanish
Respond	responder				Noun	[]	Spanish
Respond	respondió				Noun	[]	Spanish
Respond To	回应	huí yīng			Noun	[]	Chinese
Respond To	responder				Noun	[]	Spanish
Responded	応		おう		Verb	[]	Japanese
Responding	respondiendo				Verb	[]	Spanish
Responding To	respondiendo				Noun	[]	Spanish
Responds	応		おう		Noun	[]	Japanese
Response	响应	xiǎngyìng			Noun	[]	Chinese
Response	回答	huí dá			Noun	[]	Chinese
Response	答案	dá àn			Noun	[]	Chinese
Response	réaction				Noun	[]	French
Response	réactions				Noun	[]	French
Response	réponse				Noun	[]	French
Response	Antwort				Noun	[]	German
Response	Reaktion				Noun	[]	German
Response	Rückmeldung				Noun	[]	German
Response	うけ		うけ		Noun	[]	Japanese
Response	お答え		おこたえ		Noun	[]	Japanese
Response	お返事		おへんじ		Noun	[]	Japanese
Response	ご回答		ごかいとう		Noun	[]	Japanese
Response	フィードバック		フィードバック		Noun	[]	Japanese
Response	出欠		しゅっけつ		Noun	[]	Japanese
Response	反応		はんのう		Noun	[]	Japanese
Response	回答		かいとう		Noun	[]	Japanese
Response	対策		たいさく		Noun	[]	Japanese
Response	答え		こたえ		Noun	[]	Japanese
Response	返事		へんじ		Noun, Suru Verb	[]	Japanese
Response	返答		へんとう		Noun	[]	Japanese
Response	ответа			otveta	Noun	[]	Russian
Response	ответ			otvet	Noun	[]	Russian
Response	вопрос			vopros	Noun	[]	Russian
Response	reacción				Noun	[]	Spanish
Response	respuesta				Noun	[]	Spanish
Responsibilities	Aufgaben				Noun	[]	German
Responsibilities	責任		せきにん		Noun	[]	Japanese
Responsibility	职责	zhí zé			Noun	[]	Chinese
Responsibility	负	fù			Noun	[]	Chinese
Responsibility	责任	zé rèn			Noun	[]	Chinese
Responsibility	责任心	zé rèn xīn			Noun	[]	Chinese
Responsibility	责任感	zé rèn gǎn			Noun	[]	Chinese
Responsibility	culpabilité				Noun	[]	French
Responsibility	la responsabilité				Noun	[]	French
Responsibility	responsabilité				Noun	[]	French
Responsibility	responsabilités				Noun	[]	French
Responsibility	Aufgabe				Noun	[]	German
Responsibility	die Verantwortung				Noun	[]	German
Responsibility	die Verpflichtung				Noun	[]	German
Responsibility	Verantwortung				Noun	[]	German
Responsibility	Verpflichtung				Noun	[]	German
Responsibility	がら		がら		Noun	[]	Japanese
Responsibility	担当		たんとう		Noun	[]	Japanese
Responsibility	責		せき		Noun	[]	Japanese
Responsibility	責任		せきにん		Noun	[]	Japanese
Responsibility	отве́тственность			otvetstvennost'	Verb	[]	Russian
Responsibility	ответственность			otvetstvennost'	Verb	[]	Russian
Responsibility	обязанность			objazannost'	Verb	[]	Russian
Responsibility	culpas				Noun	[]	Spanish
Responsibility	formalidad				Noun	[]	Spanish
Responsibility	obligación				Noun	[]	Spanish
Responsibility	responsabilidad				Noun	[]	Spanish
Responsible	负责任的	fù zé rèn de			Noun	[]	Chinese
Responsible	chargé				Noun	[]	French
